,property_type,barrio,rooms,price,lat,lon,distancia_minima_escuela (m)
965,Departamento,Barrio Norte,1.0,81000.0,-34.587244741599996,-58.4030248051,166.48843510529406
968,Departamento,Barrio Norte,1.0,90000.0,-34.593787,-58.40066160000001,27.833338510078256
969,Departamento,Barrio Norte,1.0,70000.0,-34.6147660223,-58.431530376000005,21.98631414163484
970,Departamento,Monte Castro,1.0,139000.0,-34.6204958,-58.49927710000001,296.5565844615629
971,Departamento,Monte Castro,1.0,95000.0,-34.6231929,-58.5045559,288.99871842880174
972,Departamento,Villa Crespo,1.0,95000.0,-34.6015908395,-58.4428070168,268.11122575342057
973,Departamento,Villa Crespo,1.0,108000.0,-34.59779,-58.43153,208.01035857124518
974,Departamento,Villa Crespo,1.0,95000.0,-34.59779,-58.43153,208.01035857124518
975,Departamento,Villa Crespo,1.0,105000.0,-34.6040284,-58.4556458,384.5088602433012
976,Departamento,Villa Crespo,1.0,113000.0,-34.5976786,-58.4430195,108.49582045164863
977,Departamento,Villa Devoto,1.0,130000.0,-34.584796399999995,-58.4921111,73.63539377097983
978,Departamento,Constitución,1.0,55000.0,-34.6259701,-58.3838181,290.424816265642
979,Departamento,Villa Urquiza,1.0,128995.0,-34.578176899999995,-58.4927544,227.1552341605688
980,Departamento,Villa Urquiza,1.0,139000.0,-34.5787232056,-58.491192569300004,184.20791127453307
981,Departamento,Villa Urquiza,1.0,120000.0,-34.571827299999995,-58.4837186,165.3856920196373
982,Departamento,Villa Urquiza,1.0,105000.0,-34.5732255,-58.47326460000001,285.9030504692242
983,Departamento,Villa Santa Rita,1.0,89000.0,-34.6233852,-58.4862059,148.45288739660555
984,Departamento,Villa del Parque,1.0,132000.0,-34.59775543,-58.49233627,40.34130203006749
985,Departamento,Villa Pueyrredón,1.0,125000.0,-34.5903312,-58.5047148,236.94626656718813
986,Departamento,Centro / Microcentro,1.0,89000.0,-34.5978690846,-58.3794835646,59.3906445635779
987,PH,Saavedra,2.0,95000.0,-34.552706,-58.49404540000001,91.30780466039656
989,PH,Villa General Mitre,2.0,130000.0,-34.6047645,-58.4715563,32.952189390173864
990,Oficina,San Nicolás,2.0,55000.0,-34.600011200000004,-58.383326,188.74386535991658
991,Oficina,San Nicolás,2.0,48000.0,-34.6035192,-58.3780497,114.24548745090406
992,Departamento,Boedo,2.0,140000.0,-34.6251776853,-58.415052522799996,153.52459920789929
993,Departamento,Boedo,2.0,100000.0,-34.6232178,-58.4070911,67.76541798348258
994,Departamento,Boedo,2.0,80000.0,-34.6250187958,-58.4135102116,27.854069053550816
995,Departamento,Boedo,2.0,98000.0,-34.62397,-58.41623240000001,242.21401699694957
996,Departamento,Boedo,2.0,140000.0,-34.6251776853,-58.415052522799996,153.52459920789929
997,Departamento,Boedo,2.0,110000.0,-34.622546,-58.42490600000001,35.0457864641479
998,Departamento,Abasto,2.0,144900.0,-34.6025385598,-58.414884419799996,148.66175395198255
999,Departamento,Abasto,2.0,70000.0,-34.606009084499995,-58.409689281999995,115.23488105292942
1002,Departamento,Nuñez,2.0,133000.0,-34.553326899999995,-58.463853500000006,27.14543037681292
1003,Departamento,Nuñez,2.0,93900.0,-34.5403464984,-58.4746505864,208.02994810834664
1007,Departamento,Almagro,2.0,89000.0,-34.60226,-58.42927,113.21517261611172
1010,Departamento,Almagro,2.0,85000.0,-34.60595429999999,-58.4245627,192.85140072236015
1012,Departamento,Coghlan,2.0,140000.0,-34.565401632800004,-58.473040045299996,234.31812796650848
1017,Departamento,Palermo,2.0,110000.0,-34.5842417161,-58.421048041000006,87.91538191931004
1020,Departamento,Palermo,2.0,109000.0,-34.59732979,-58.42413734,80.33219188302148
1028,Departamento,Palermo,2.0,114000.0,-34.597653,-58.41606460000001,63.88580262311487
1029,Departamento,Palermo,2.0,120000.0,-34.589393,-58.419223,99.57990125121242
1030,Departamento,Palermo,2.0,145000.0,-34.5960694759,-58.4165859366,148.61905264330076
1036,Departamento,Palermo,2.0,108000.0,-34.5777744,-58.4282634,263.27399079949237
1040,Departamento,Belgrano,2.0,135000.0,-34.5725977719,-58.4428891168,67.38948469770587
1043,Departamento,Belgrano,2.0,124999.0,-34.559804,-58.449174,165.347839027181
1046,Departamento,Congreso,2.0,89000.0,-34.614462,-58.39976899999999,56.16544564693882
1047,Departamento,Floresta,2.0,139000.0,-34.6127059,-58.49903760000001,100.37075260121793
1048,Departamento,Floresta,2.0,141000.0,-34.6127059,-58.49903760000001,100.37075260121793
1049,Departamento,Floresta,2.0,135000.0,-34.6127059,-58.49903760000001,100.37075260121793
1050,Departamento,Paternal,2.0,85000.0,-34.593462,-58.430977,92.19503424004246
1052,Departamento,Recoleta,2.0,117000.0,-34.5887329,-58.3917659,104.53953743519494
1055,Departamento,Recoleta,2.0,118000.0,-34.5976389,-58.3974076,147.54477482605702
1056,Departamento,Saavedra,2.0,135000.0,-34.5531449,-58.482637,269.0498674739211
1057,Departamento,Balvanera,2.0,110000.0,-34.6101223,-58.4059406,160.04693509132971
1058,Departamento,Balvanera,2.0,70000.0,-34.606378823200004,-58.4097563926,152.8137635708298
1059,Departamento,Balvanera,2.0,68000.0,-34.606589,-58.405832,47.992027775245404
1062,Departamento,Caballito,2.0,61500.0,-34.6275951,-58.4433985,82.07026398737389
1063,Departamento,Caballito,2.0,79000.0,-34.6187967,-58.4409554,49.04162545331132
1065,Departamento,Caballito,2.0,144000.0,-34.610108700000005,-58.4507912,90.92748407493704
1068,Departamento,Chacarita,2.0,120000.0,-34.591247431599996,-58.4472819037,44.272037333416435
1069,Departamento,Monserrat,2.0,121500.0,-34.618772,-58.3888546,130.0018519149947
1070,Departamento,Monserrat,2.0,97800.0,-34.618772,-58.3888546,130.0018519149947
1071,Departamento,San Telmo,2.0,120000.0,-34.6234485,-58.37542510000001,118.43148481271722
1075,Departamento,San Telmo,2.0,120000.0,-34.6234485,-58.37542510000001,118.43148481271722
1080,Departamento,San Telmo,2.0,139926.0,-34.6245539,-58.373897,43.434018391131374
1082,Departamento,Colegiales,2.0,144000.0,-34.575796999999994,-58.4592828,153.20059014527644
1085,Departamento,Colegiales,2.0,119000.0,-34.574076700000006,-58.4494624,157.52625093066584
1086,Departamento,Villa Luro,2.0,125000.0,-34.6389789,-58.500115,105.72586386939898
1087,Departamento,Villa Luro,2.0,125000.0,-34.6389789,-58.500115,105.72586386939898
1088,Departamento,Barrio Norte,2.0,92000.0,-34.5976389,-58.3974076,147.54477482605702
1089,Departamento,Barrio Norte,2.0,140000.0,-34.589736200000004,-58.4046752,60.31655822290094
1091,Departamento,Monte Castro,2.0,129500.0,-34.6231205,-58.5117713,195.88985495433818
1092,Departamento,Villa Crespo,2.0,149000.0,-34.603401,-58.4374067,116.35420286622752
1093,Departamento,Villa Crespo,2.0,120000.0,-34.5913357538,-58.447217530699994,49.70903906705542
1094,Departamento,Constitución,2.0,85000.0,-34.632875899999995,-58.3862092,103.85259009958652
1095,Departamento,Constitución,2.0,110000.0,-34.622479,-58.385672,150.4169132045258
1096,Departamento,Constitución,2.0,130000.0,-34.622479,-58.385672,150.4169132045258
1097,Departamento,Villa Urquiza,2.0,145000.0,-34.5778619,-58.484599,224.6946651538195
1098,Departamento,Villa Urquiza,2.0,105000.0,-34.5732255,-58.47326460000001,285.9030504692242
1099,Departamento,Parque Chacabuco,2.0,120000.0,-34.633061,-58.4534314,249.12230139401493
1100,Departamento,Parque Patricios,2.0,85000.0,-34.637701,-58.400216500000006,183.13277065739854
1101,Departamento,Villa Santa Rita,2.0,133000.0,-34.6121679629,-58.4845283524,228.83770896727148
1102,Departamento,Villa del Parque,2.0,110400.0,-34.6052048,-58.4868765,98.15111017740482
1103,Departamento,Villa del Parque,2.0,110000.0,-34.61621160000001,-58.47950400000001,27.831507690849783
1104,Departamento,Villa del Parque,2.0,133000.0,-34.6122572055,-58.4844020656,218.55770715554272
1105,Departamento,Parque Centenario,2.0,146000.0,-34.607392299999994,-58.4388095,179.48694047678356
1107,Departamento,Villa General Mitre,2.0,85000.0,-34.615703,-58.4651537,179.9278930732466
1108,PH,Boedo,3.0,109000.0,-34.624953600000005,-58.424546,234.87400686702392
1113,PH,Palermo,3.0,139500.0,-34.57955,-58.42784,219.16487296469123
1114,PH,Congreso,3.0,117000.0,-34.6120071675,-58.3985767716,136.70596411213336
1116,PH,Balvanera,3.0,117000.0,-34.61203551,-58.3986260693,141.7755364918076
1121,PH,Villa Luro,3.0,130000.0,-34.6403302,-58.49449820000001,258.63643650644
1124,PH,San Cristobal,3.0,95999.0,-34.6208468,-58.39980550000001,216.7630960294107
1131,Departamento,Once,3.0,110000.0,-34.605274,-58.409348,76.88155417249416
1135,Departamento,Boedo,3.0,99000.0,-34.6342561304,-58.4110182024,315.67771638447715
1136,Departamento,Boedo,3.0,120000.0,-34.6245418,-58.4072662,140.69456917665465
1138,Departamento,Flores,3.0,100000.0,-34.6283297,-58.4700681,195.07512660998745
1144,Departamento,Almagro,3.0,120000.0,-34.6003958,-58.4299313,124.50233083443621
1166,Departamento,Belgrano,3.0,139000.0,-34.572269299999995,-58.44600629999999,240.91550875537268
1168,Departamento,Belgrano,3.0,144000.0,-34.5564739,-58.4545152,55.485244469066686
1181,Departamento,Congreso,3.0,147000.0,-34.610595399999994,-58.3973248,127.21958391864777
1182,Departamento,Floresta,3.0,88000.0,-34.624555,-58.48155799999999,229.82760153684205
1183,Departamento,Paternal,3.0,130000.0,-34.6044725,-58.4747267,142.00546856351514
1192,Departamento,Balvanera,3.0,140000.0,-34.6015785316,-58.3977158427,162.11378550625804
1196,Departamento,Caballito,3.0,130000.0,-34.6136782,-58.4400774,173.93034265915355
1198,Departamento,Caballito,3.0,117000.0,-34.6275977,-58.44542360000001,28.87195680954044
1201,Departamento,Mataderos,3.0,149000.0,-34.6607188,-58.5149779,267.0479534716868
1202,Departamento,Monserrat,3.0,79000.0,-34.606413700000004,-58.3871241,124.67675866039377
1203,Departamento,San Telmo,3.0,68000.0,-34.621658000000004,-58.377136,48.73391075312631
1204,Departamento,Versalles,3.0,119000.0,-34.62509537,-58.5250206,257.6426286369224
1214,Departamento,Villa Crespo,3.0,120000.0,-34.6003958,-58.4299313,124.50233083443621
1216,Departamento,Villa Crespo,3.0,145000.0,-34.6016599,-58.4427863,275.3513737938463
1217,Departamento,Villa Devoto,3.0,140000.0,-34.616192299999994,-58.51963000000001,185.7196163156597
1218,Departamento,Villa Lugano,3.0,105000.0,-34.685998,-58.475749,144.61958008067572
1222,Departamento,San Cristobal,3.0,75000.0,-34.6215457164,-58.390736902700006,147.99232460417556
1226,Departamento,Velez Sarsfield,3.0,129500.0,-34.630702,-58.49297650000001,129.86208552435377
1244,Departamento,Boca,4.0,109900.0,-34.6358913,-58.3622181,23.046777741596934
1245,Departamento,Abasto,4.0,125000.0,-34.601151,-58.40771899999999,97.18255579061538
1247,Departamento,Flores,4.0,119000.0,-34.6272433,-58.4665924,55.72820277138065
1322,Departamento,San Nicolás,5.0,145000.0,-34.6006609,-58.385303500000006,18.12384397014157
1348,PH,Caballito,2.0,94000.0,-34.6261140449,-58.4469601079,81.36122274767418
1352,Oficina,Tribunales,1.0,49000.0,-34.6032954,-58.3961855,44.82559640031855
1356,Departamento,Nuñez,2.0,130000.0,-34.550318,-58.45346899999999,62.74349155249957
1358,Departamento,Nuñez,2.0,116000.0,-34.5468172,-58.4728254,147.59002829903287
1360,Departamento,Retiro,1.0,82000.0,-34.597254,-58.378215,81.29820183501407
1363,Departamento,Coghlan,1.0,90000.0,-34.563657,-58.468879,254.63112441991981
1364,Departamento,Liniers,2.0,129900.0,-34.6404527,-58.5190272,69.07865444314629
1365,Departamento,Liniers,3.0,119000.0,-34.64021210000001,-58.5202774,97.70131624966521
1377,Departamento,Palermo,1.0,98000.0,-34.584895,-58.420152,22.204227547707372
1380,Departamento,Palermo,1.0,104000.0,-34.577181,-58.413212,21.51211946755183
1382,Departamento,Palermo,2.0,145000.0,-34.583051899999994,-58.4265512,101.52640376888634
1383,Departamento,Palermo,2.0,129000.0,-34.5896152064,-58.42768273229999,229.45569724665776
1386,Departamento,Belgrano,2.0,90000.0,-34.555813,-58.46851899999999,134.20978814236676
1387,Departamento,Belgrano,1.0,149000.0,-34.554697999999995,-58.464091,142.19693342038624
1389,Departamento,Belgrano,1.0,109500.0,-34.564477399999994,-58.4562135,91.54981431558707
1390,Departamento,Belgrano,1.0,109500.0,-34.564477399999994,-58.4562135,91.54981431558707
1397,Departamento,Belgrano,1.0,139000.0,-34.563005,-58.453674,37.690757604725505
1398,Departamento,Belgrano,1.0,138000.0,-34.564057,-58.465139,228.94901343285193
1402,Departamento,Recoleta,1.0,120000.0,-34.5889989,-58.4051471,93.26448523202731
1404,Departamento,Recoleta,1.0,120000.0,-34.589552000000005,-58.39978000000001,145.0819514381894
1405,Departamento,Recoleta,1.0,95000.0,-34.5945679,-58.3849465,130.07192932103754
1407,Departamento,Saavedra,2.0,149900.0,-34.5548882,-58.493837600000006,252.8668570871781
1408,Departamento,Saavedra,2.0,149900.0,-34.5548882,-58.493837600000006,252.8668570871781
1409,Departamento,Saavedra,2.0,149900.0,-34.5548882,-58.493837600000006,252.8668570871781
1410,Departamento,Saavedra,2.0,135000.0,-34.5500055,-58.4829584,128.16354517840077
1411,Departamento,Saavedra,2.0,116000.0,-34.5468172,-58.4728254,147.59002829903287
1412,Departamento,Saavedra,2.0,149900.0,-34.5548882,-58.493837600000006,252.8668570871781
1413,Departamento,Balvanera,1.0,95000.0,-34.604196,-58.3946963,64.23133191506173
1415,Departamento,Balvanera,2.0,140000.0,-34.6098153,-58.3990041,268.6811905692651
1419,Departamento,Caballito,1.0,116000.0,-34.6239921,-58.4297454,113.31534569341945
1420,Departamento,Caballito,2.0,134000.0,-34.608166100000005,-58.4419089,203.36225987766278
1421,Departamento,Caballito,1.0,113000.0,-34.608466799999995,-58.4424746,261.99713254347563
1422,Departamento,Caballito,1.0,115000.0,-34.608466799999995,-58.4424746,261.99713254347563
1423,Departamento,Caballito,2.0,145000.0,-34.6159245,-58.4406027,252.36910871235492
1424,Departamento,Mataderos,2.0,59990.0,-34.6504265,-58.4946288,289.1204362100846
1425,Departamento,Monserrat,1.0,115000.0,-34.6143703049,-58.3853415169,92.06326875154217
1426,Departamento,Monserrat,1.0,106000.0,-34.613087,-58.38136,212.22163074444794
1428,Departamento,San Telmo,1.0,70000.0,-34.621526,-58.368539,151.37003591743158
1431,Departamento,Colegiales,1.0,148000.0,-34.579052000000004,-58.45623199999999,116.2472223784969
1432,Departamento,Colegiales,1.0,148000.0,-34.579052000000004,-58.45623199999999,116.2472223784969
1436,Departamento,San Nicolás,1.0,67000.0,-34.603642,-58.39092700000001,70.61818664694962
1437,Departamento,San Nicolás,3.0,148000.0,-34.6076238,-58.3870345,84.45607080456834
1439,Departamento,Villa Crespo,2.0,89000.0,-34.601462700000006,-58.4339409,200.44532973359028
1440,Departamento,Villa Crespo,1.0,99990.0,-34.59301729999999,-58.443227,164.00948083355814
1441,Departamento,Villa Crespo,1.0,114000.0,-34.6040284,-58.4556458,384.5088602433012
1445,Departamento,Constitución,1.0,106000.0,-34.613087,-58.38136,212.22163074444794
1447,Departamento,San Cristobal,3.0,140000.0,-34.6216826,-58.3929585,224.60794066188623
1451,Departamento,Villa Urquiza,2.0,142000.0,-34.581967799999994,-58.4734929,93.70267979436494
1456,Departamento,Villa Pueyrredón,1.0,82000.0,-34.580714,-58.495685,414.4805355775671
1459,PH,Boedo,2.0,87500.0,-34.622394,-58.415179,89.11518184316272
1460,PH,Almagro,2.0,77000.0,-34.605657,-58.429207,254.4668097767015
1462,PH,Pompeya,2.0,54000.0,-34.655729,-58.413427,101.64551815234694
1463,PH,Barracas,2.0,105000.0,-34.648842,-58.379374,197.78806856423833
1464,PH,Caballito,2.0,120000.0,-34.605484999999994,-58.457891,176.89534686408018
1467,PH,Parque Chas,2.0,107000.0,-34.580751,-58.477914,298.6261108868993
1468,PH,Villa Devoto,2.0,89900.0,-34.614395,-58.52346800000001,22.509671058884123
1469,PH,Villa Devoto,2.0,142800.0,-34.614643,-58.509746,24.947881151741687
1470,Departamento,Boca,2.0,109000.0,-34.63797,-58.363869,95.15581836154398
1471,Departamento,Boca,2.0,108500.0,-34.628017,-58.360019,245.168479246531
1472,Departamento,Boca,2.0,109500.0,-34.628017,-58.360019,245.168479246531
1473,Departamento,Boedo,2.0,90000.0,-34.624042,-58.413095,136.1038474474264
1474,Departamento,Boedo,1.0,64900.0,-34.624957,-58.422844,244.57063244409505
1475,Departamento,Abasto,2.0,149000.0,-34.60389,-58.410998,102.24933373053742
1476,Departamento,Abasto,1.0,87000.0,-34.602945,-58.409043,145.54567995605498
1478,Departamento,Flores,1.0,73000.0,-34.639865,-58.47843100000001,252.71581851708726
1479,Departamento,Flores,2.0,136260.0,-34.619769,-58.461245,383.95677432899146
1480,Departamento,Flores,2.0,86000.0,-34.629651,-58.461128,115.85670507126841
1481,Departamento,Flores,2.0,82000.0,-34.62305,-58.460524,134.708467270268
1482,Departamento,Nuñez,2.0,110000.0,-34.549579,-58.462225,57.24967432799973
1484,Departamento,Retiro,1.0,80000.0,-34.596308,-58.377671,100.70375062278535
1485,Departamento,Retiro,1.0,80000.0,-34.598073,-58.378188,69.13673827786157
1486,Departamento,Almagro,2.0,92000.0,-34.612398,-58.419535,244.64777448601012
1487,Departamento,Almagro,2.0,95000.0,-34.612944,-58.41494399999999,166.3485454247861
1488,Departamento,Almagro,2.0,117145.0,-34.600384000000005,-58.423015,100.86052165977843
1490,Departamento,Almagro,2.0,69900.0,-34.61057,-58.414618,149.7814840507662
1491,Departamento,Palermo,2.0,124000.0,-34.598134,-58.416537,28.902702702471064
1499,Departamento,Palermo,2.0,115000.0,-34.58079,-58.414178,134.99628287454485
1500,Departamento,Palermo,2.0,99000.0,-34.585488,-58.422716,57.376438080613816
1501,Departamento,Palermo,2.0,87000.0,-34.584698,-58.44096999999999,170.62572012621814
1502,Departamento,Palermo,2.0,82500.0,-34.575204,-58.434476,181.1692741364896
1505,Departamento,Barracas,2.0,60000.0,-34.632107,-58.382709,198.1174214744457
1506,Departamento,Barracas,2.0,120000.0,-34.648307,-58.379068,197.72244628417852
1507,Departamento,Belgrano,2.0,135000.0,-34.572256,-58.460839,65.3437946869295
1508,Departamento,Belgrano,1.0,99900.0,-34.553311,-58.455814,97.38935501529805
1509,Departamento,Belgrano,1.0,118000.0,-34.55736,-58.461084,8.758426629159088
1512,Departamento,Belgrano,2.0,120000.0,-34.565682,-58.46974300000001,41.12551353530207
1513,Departamento,Belgrano,1.0,135000.0,-34.566171999999995,-58.461049,71.56365655942095
1514,Departamento,Belgrano,2.0,145000.0,-34.568665,-58.45695600000001,193.06105777363476
1516,Departamento,Congreso,1.0,47500.0,-34.60861,-58.385874,61.81542308301363
1517,Departamento,Floresta,1.0,86000.0,-34.635355,-58.474681,134.89645650755148
1518,Departamento,Paternal,2.0,83500.0,-34.602237,-58.461264,57.943684712664016
1520,Departamento,Recoleta,2.0,129900.0,-34.589784,-58.394571,183.1202285552003
1521,Departamento,Recoleta,2.0,125000.0,-34.585425,-58.400237,65.21273608923852
1522,Departamento,Recoleta,2.0,129000.0,-34.593216,-58.41285799999999,128.6697802600887
1524,Departamento,Recoleta,2.0,110000.0,-34.586432,-58.400438,42.70969994099748
